hsa:645954;SVILP1;supervillin pseudogene 1
hsa:6006;RHCE,CD240CE,RH,RH30A,RHC,RHE,RHIXB,RHPI,Rh4,RhIVb(J),RhVI,RhVIII;Rh blood group, CcEe antigens
hsa:10406;WFDC2,EDDM4,HE4,WAP5,dJ461P17.6;WAP four-disulfide core domain 2
hsa:1983;EIF5,EIF-5,EIF-5A;eukaryotic translation initiation factor 5
hsa:83988;NCALD;neurocalcin delta
hsa:2073;ERCC5,COFS3,ERCM2,UVDR,XPG,XPGC;excision repair cross-complementing rodent repair deficiency, complementation group 5
hsa:1082;CGB,CGB3,CGB5,CGB7,CGB8,hCGB;chorionic gonadotropin, beta polypeptide
hsa:1045;CDX2,CDX-3,CDX3;caudal type homeobox 2
hsa:6362;CCL18,AMAC-1,AMAC1,CKb7,DC-CK1,DCCK1,MIP-4,PARC,SCYA18;chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)
hsa:1025;CDK9,C-2k,CDC2L4,CTK1,PITALRE,TAK;cyclin-dependent kinase 9 (EC:2.7.11.23 2.7.11.22)
hsa:7306;TYRP1,CAS2,CATB,GP75,OCA3,TRP,TRP1,TYRP,b-PROTEIN;tyrosinase-related protein 1 (EC:1.14.18.-)
hsa:4356;MPP3,DLG3;membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
hsa:57506;MAVS,CARDIF,IPS-1,IPS1,VISA;mitochondrial antiviral signaling protein
hsa:3965;LGALS9,HUAT,LGALS9A;lectin, galactoside-binding, soluble, 9
hsa:4076;CAPRIN1,GPIAP1,GPIP137,M11S1,RNG105,p137GPI;cell cycle associated protein 1
hsa:9025;RNF8,hRNF8;ring finger protein 8, E3 ubiquitin protein ligase (EC:6.3.2.-)
hsa:3112;HLA-DOB,DOB;major histocompatibility complex, class II, DO beta
hsa:8976;WASL,N-WASP,NWASP;Wiskott-Aldrich syndrome-like
hsa:9589;WTAP;Wilms tumor 1 associated protein
hsa:7010;TEK,CD202B,TIE-2,TIE2,VMCM,VMCM1;TEK tyrosine kinase, endothelial (EC:2.7.10.1)
hsa:3117;HLA-DQA1,CD,CELIAC1,DQ-A1,GSE,HLA-DQA;major histocompatibility complex, class II, DQ alpha 1
hsa:1814;DRD3,D3DR,ETM1,FET1;dopamine receptor D3
hsa:9451;EIF2AK3,PEK,PERK,WRS;eukaryotic translation initiation factor 2-alpha kinase 3 (EC:2.7.11.1)
hsa:6656;SOX1;SRY (sex determining region Y)-box 1
hsa:3845;KRAS,C-K-RAS,K-RAS2A,K-RAS2B,K-RAS4A,K-RAS4B,KI-RAS,KRAS1,KRAS2,NS,NS3,RASK2;v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
hsa:26279;PLA2G2D,PLA2IID,SPLASH,sPLA2-IID,sPLA2S;phospholipase A2, group IID (EC:3.1.1.4)
hsa:10209;EIF1,A121,EIF-1,EIF1A,ISO1,SUI1;eukaryotic translation initiation factor 1
hsa:58508;MLL3,HALR,KMT2C;myeloid/lymphoid or mixed-lineage leukemia 3 (EC:2.1.1.43)
hsa:7251;TSG101,TSG10,VPS23;tumor susceptibility gene 101
hsa:4804;NGFR,CD271,Gp80-LNGFR,TNFRSF16,p75(NTR),p75NTR;nerve growth factor receptor
hsa:84876;ORAI1,CRACM1,ORAT1,TMEM142A;ORAI calcium release-activated calcium modulator 1
hsa:90;ACVR1,ACTRI,ACVR1A,ACVRLK2,ALK2,FOP,SKR1,TSRI;activin A receptor, type I (EC:2.7.11.30)
hsa:8554;PIAS1,DDXBP1,GBP,GU/RH-II,ZMIZ3;protein inhibitor of activated STAT, 1
hsa:63894;VIPAS39,C14orf133,SPE-39,SPE39,VIPAR,VPS16B,hSPE-39;VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
hsa:7153;TOP2A,TOP2,TP2A;topoisomerase (DNA) II alpha 170kDa (EC:5.99.1.3)
hsa:673;BRAF,B-RAF1,BRAF1,NS7,RAFB1;v-raf murine sarcoma viral oncogene homolog B1 (EC:2.7.11.1)
hsa:1235;CCR6,BN-1,C-C_CKR-6,CC-CKR-6,CCR-6,CD196,CKR-L3,CKRL3,CMKBR6,DCR2,DRY6,GPR29,GPRCY4,STRL22;chemokine (C-C motif) receptor 6
hsa:6097;RORC,NR1F3,RORG,RZR-GAMMA,RZRG,TOR;RAR-related orphan receptor C
hsa:1788;DNMT3A,DNMT3A2,M.HsaIIIA;DNA (cytosine-5-)-methyltransferase 3 alpha (EC:2.1.1.37)
hsa:2065;ERBB3,ErbB-3,HER3,LCCS2,MDA-BF-1,c-erbB-3,c-erbB3,erbB3-S,p180-ErbB3,p45-sErbB3,p85-sErbB3;v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian) (EC:2.7.10.1)
hsa:79447;PAGR1,C16orf53,GAS,PA1;PAXIP1 associated glutamate-rich protein 1
hsa:79834;PEAK1,SGK269;NKF3 kinase family member (EC:2.7.10.2)
hsa:26748;GAGE12I,AL4,CT4.7,GAGE-7B,GAGE7B;G antigen 12I
hsa:3762;KCNJ5,CIR,GIRK4,KATP1,KIR3.4,LQT13;potassium inwardly-rectifying channel, subfamily J, member 5
hsa:1289;COL5A1;collagen, type V, alpha 1
hsa:388;RHOB,ARH6,ARHB,MST081,MSTP081,RHOH6;ras homolog family member B
hsa:1612;DAPK1,DAPK;death-associated protein kinase 1 (EC:2.7.11.1)
hsa:9110;MTMR4,FYVE-DSP2,ZFYVE11;myotubularin related protein 4 (EC:3.1.3.48)
hsa:2161;F12,HAE3,HAEX,HAF;coagulation factor XII (Hageman factor) (EC:3.4.21.38)
hsa:6125;RPL5,DBA6,L5;ribosomal protein L5
hsa:94103;ORMDL3;ORM1-like 3 (S. cerevisiae)
hsa:6280;S100A9,60B8AG,CAGB,CFAG,CGLB,L1AG,LIAG,MAC387,MIF,MRP14,NIF,P14;S100 calcium binding protein A9
hsa:51196;PLCE1,NPHS3,PLCE,PPLC;phospholipase C, epsilon 1 (EC:3.1.4.11)
hsa:27314;RAB30;RAB30, member RAS oncogene family
hsa:161582;DYX1C1,DYX1,DYXC1,EKN1,RD;dyslexia susceptibility 1 candidate 1
hsa:6659;SOX4,EVI16;SRY (sex determining region Y)-box 4
hsa:1385;CREB1,CREB;cAMP responsive element binding protein 1
hsa:1540;CYLD,BRSS,CDMT,CYLD1,CYLDI,EAC,MFT,MFT1,SBS,TEM,USPL2;cylindromatosis (turban tumor syndrome) (EC:3.4.19.12)
hsa:57167;SALL4,DRRS,HSAL4,ZNF797,dJ1112F19.1;sal-like 4 (Drosophila)
hsa:143384;CACUL1,C10orf46,CAC1;CDK2-associated, cullin domain 1
hsa:54583;EGLN1,C1orf12,ECYT3,HIF-PH2,HIFPH2,HPH-2,HPH2,PHD2,SM20,ZMYND6;egl nine homolog 1 (C. elegans) (EC:1.14.11.29)
hsa:4833;NME4,NDPK-D,NM23H4,nm23-H4;NME/NM23 nucleoside diphosphate kinase 4 (EC:2.7.4.6)
hsa:7416;VDAC1,PORIN,VDAC-1;voltage-dependent anion channel 1
hsa:1789;DNMT3B,ICF,ICF1,M.HsaIIIB;DNA (cytosine-5-)-methyltransferase 3 beta (EC:2.1.1.37)
hsa:26234;FBXL5,FBL4,FBL5,FLR1;F-box and leucine-rich repeat protein 5
hsa:5176;SERPINF1,EPC-1,OI12,OI6,PEDF;serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1
hsa:2633;GBP1;guanylate binding protein 1, interferon-inducible
hsa:3109;HLA-DMB,D6S221E,RING7;major histocompatibility complex, class II, DM beta
hsa:2149;F2R,CF2R,HTR,PAR-1,PAR1,TR;coagulation factor II (thrombin) receptor
hsa:4312;MMP1,CLG,CLGN;matrix metallopeptidase 1 (interstitial collagenase) (EC:3.4.24.7)
hsa:5610;EIF2AK2,EIF2AK1,PKR,PRKR;eukaryotic translation initiation factor 2-alpha kinase 2 (EC:2.7.11.1 2.7.10.2)
hsa:255738;PCSK9,FH3,HCHOLA3,LDLCQ1,NARC-1,NARC1,PC9;proprotein convertase subtilisin/kexin type 9
hsa:6773;STAT2,ISGF-3,P113,STAT113;signal transducer and activator of transcription 2, 113kDa
hsa:9788;MTSS1,MIM,MIMA,MIMB;metastasis suppressor 1
hsa:2316;FLNA,ABP-280,ABPX,CVD1,FLN,FLN-A,FLN1,FMD,MNS,NHBP,OPD,OPD1,OPD2,XLVD,XMVD;filamin A, alpha
hsa:79140;CCDC28B,RP4-622L5.5;coiled-coil domain containing 28B
hsa:29090;TIMM21,C18orf55,TIM21;translocase of inner mitochondrial membrane 21 homolog (yeast)
hsa:100133941;CD24,CD24A;CD24 molecule
hsa:389692;MAFA,RIPE3b1,hMafA;v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian)
hsa:1524;CX3CR1,CCRL1,CMKBRL1,CMKDR1,GPR13,GPRV28,V28;chemokine (C-X3-C motif) receptor 1
hsa:51422;PRKAG2,AAKG,AAKG2,CMH6,H91620p,WPWS;protein kinase, AMP-activated, gamma 2 non-catalytic subunit
hsa:653361;NCF1,NCF1A,NOXO2,SH3PXD1A,p47phox;neutrophil cytosolic factor 1
hsa:4815;NINJ2;ninjurin 2
hsa:5329;PLAUR,CD87,U-PAR,UPAR,URKR;plasminogen activator, urokinase receptor
hsa:998;CDC42,CDC42Hs,G25K;cell division cycle 42
hsa:5228;PGF,D12S1900,PGFL,PLGF,PlGF-2,SHGC-10760;placental growth factor
hsa:8000;PSCA,PRO232;prostate stem cell antigen
hsa:11190;CEP250,C-NAP1,CEP2,CNAP1;centrosomal protein 250kDa
hsa:9757;MLL4,HRX2,KMT2B,MLL2,TRX2,WBP7;myeloid/lymphoid or mixed-lineage leukemia 4 (EC:2.1.1.43)
hsa:55125;CEP192,PPP1R62;centrosomal protein 192kDa
hsa:55723;ASF1B,CIA-II;ASF1 anti-silencing function 1 homolog B (S. cerevisiae)
hsa:2057;EPOR,EPO-R;erythropoietin receptor
hsa:140564;APOBEC3D,APOBEC3DE,APOBEC3E,ARP6;apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D
hsa:121665;SPPL3,IMP2,MDHV1887,PRO4332,PSH1,PSL4;signal peptide peptidase like 3
hsa:1874;E2F4,E2F-4;E2F transcription factor 4, p107/p130-binding
hsa:55054;ATG16L1,APG16L,ATG16A,ATG16L,IBD10,WDR30;autophagy related 16-like 1 (S. cerevisiae)
hsa:267012;DAOA,G72,LG72,SG72;D-amino acid oxidase activator
hsa:1756;DMD,BMD,CMD3B,DXS142,DXS164,DXS206,DXS230,DXS239,DXS268,DXS269,DXS270,DXS272;dystrophin
hsa:4233;MET,AUTS9,HGFR,RCCP2,c-Met;met proto-oncogene (hepatocyte growth factor receptor) (EC:2.7.10.1)
hsa:5515;PPP2CA,PP2Ac,PP2CA,PP2Calpha,RP-C;protein phosphatase 2, catalytic subunit, alpha isozyme (EC:3.1.3.16)
hsa:4194;MDM4,HDMX,MDMX,MRP1;Mdm4 p53 binding protein homolog (mouse)
hsa:442920;MIR196B,MIRN196B,miR-196b,miRNA196B;microRNA 196b
hsa:406922;MIR133A1,MIRN133A1;microRNA 133a-1
hsa:406921;MIR132,MIRN132,miRNA132;microRNA 132
hsa:406925;MIR135A1,MIRN135-1,MIRN135A1;microRNA 135a-1
hsa:406928;MIR137,MIRN137,miR-137;microRNA 137
hsa:406934;MIR142,MIRN142;microRNA 142
hsa:406900;MIR106B,MIRN106B;microRNA 106b
hsa:50652;PCA3,DD3,NCRNA00019;prostate cancer antigen 3 (non-protein coding)
hsa:442916;MIR371A,MIR371,MIRN371,hsa-mir-371,hsa-mir-371a;microRNA 371a
hsa:442915;MIR370,MIRN370,hsa-mir-370;microRNA 370
hsa:442917;MIR372,MIRN372,hsa-mir-372;microRNA 372
hsa:442918;MIR373,MIRN373,hsa-mir-373,miRNA373;microRNA 373
hsa:406952;MIR17,MIR17-5p,MIR91,MIRN17,MIRN91,hsa-mir-17,miR-17,miR17-3p,miRNA17,miRNA91;microRNA 17
hsa:494327;MIR378A,MIR378,MIRN378,hsa-mir-378,hsa-mir-378a,miRNA378;microRNA 378a
hsa:407021;MIR29A,MIRN29,MIRN29A,hsa-mir-29,hsa-mir-29a,miRNA29A;microRNA 29a
hsa:407054;MIR98,MIRN98,hsa-mir-98,miR-98;microRNA 98
hsa:406893;MIR101-1,MIRN101-1;microRNA 101-1
hsa:406990;MIR208A,MIR208,MIRN208,MIRN208A,hsa-mir-208a,miRNA208;microRNA 208a
hsa:406931;MIR139,MIR139-3p,MIRN139;microRNA 139
hsa:406903;MIR10B,MIRN10B,hsa-mir-10b,miRNA10B,mir-10b;microRNA 10b
hsa:406986;MIR203,MIRN203,miR-203,miRNA203;microRNA 203
hsa:406994;MIR212,MIRN212,mir-212;microRNA 212
hsa:406996;MIR214,MIRN214,miRNA214,mir-214;microRNA 214
hsa:101243544;CSB-PGBD3,CPFP;Cockayne syndrome B-piggyBac fusion protein
hsa:151903;CCDC12;coiled-coil domain containing 12
hsa:55554;KLK15,ACO,HSRNASPH;kallikrein-related peptidase 15
hsa:2074;ERCC6,ARMD5,CKN2,COFS,COFS1,CSB,RAD26,UVSS1;excision repair cross-complementing rodent repair deficiency, complementation group 6
hsa:84215;ZNF541;zinc finger protein 541
hsa:9456;HOMER1,HOMER,HOMER1A,HOMER1B,HOMER1C,SYN47,Ves-1;homer homolog 1 (Drosophila)
hsa:23236;PLCB1,EIEE12,PI-PLC,PLC-154,PLC-I,PLC154,PLCB1A,PLCB1B;phospholipase C, beta 1 (phosphoinositide-specific) (EC:3.1.4.11)
hsa:55661;DDX27,DRS1,Drs1p,PP3241,RHLP,dJ686N3.1;DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 (EC:3.6.4.13)
hsa:100996569;NAMA;non-protein coding RNA, associated with MAP kinase pathway and growth arrest
hsa:119710;C11orf74,HEPIS;chromosome 11 open reading frame 74
hsa:79709;COLGALT1,GLT25D1;collagen beta(1-O)galactosyltransferase 1 (EC:2.4.1.50)
hsa:10826;FAXDC2,C5orf4;fatty acid hydroxylase domain containing 2
hsa:2134;EXTL1,EXTL;exostosin-like glycosyltransferase 1 (EC:2.4.1.224)
hsa:267004;PGBD3;piggyBac transposable element derived 3
hsa:5697;PYY,PYY-I,PYY1;peptide YY
hsa:56947;MFF,C2orf33,GL004;mitochondrial fission factor
hsa:257313;UTS2B,U2B,URP,UTS2D;urotensin 2B
hsa:23127;COLGALT2,C1orf17,GLT25D2;collagen beta(1-O)galactosyltransferase 2 (EC:2.4.1.50)
hsa:5539;PPY,PNP;pancreatic polypeptide
hsa:4035;LRP1,A2MR,APOER,APR,CD91,IGFBP3R,LRP,LRP1A,TGFBR5;low density lipoprotein receptor-related protein 1
hsa:2185;PTK2B,CADTK,CAKB,FADK2,FAK2,PKB,PTK,PYK2,RAFTK;protein tyrosine kinase 2 beta (EC:2.7.10.2)
hsa:79053;ALG8,CDG1H;ALG8, alpha-1,3-glucosyltransferase (EC:2.4.1.265)
hsa:7403;KDM6A,KABUK2,UTX,bA386N14.2;lysine (K)-specific demethylase 6A
hsa:7432;VIP,PHM27;vasoactive intestinal peptide
hsa:114131;UCN3,SCP,SPC,UCNIII;urocortin 3
hsa:2132;EXT2,SOTV;exostosin glycosyltransferase 2 (EC:2.4.1.225 2.4.1.224)
hsa:10911;UTS2,PRO1068,U-II,UCN2,UII;urotensin 2
hsa:29929;ALG6,CDG1C;ALG6, alpha-1,3-glucosyltransferase (EC:2.4.1.267)
hsa:5834;PYGB,GPBB;phosphorylase, glycogen;brain (EC:2.4.1.1)
hsa:6309;SC5D,ERG3,S5DES,SC5DL;sterol-C5-desaturase (EC:1.14.21.6)
hsa:551;AVP,ADH,ARVP,AVP-NPII,AVRP,VP;arginine vasopressin
hsa:162972;ZNF550;zinc finger protein 550
hsa:64111;NPVF,C7orf9,RFRP;neuropeptide VF precursor
hsa:63982;ANO3,C11orf25,DYT23,DYT24,TMEM16C;anoctamin 3
hsa:340307;CTAGE6,CTAGE6P;CTAGE family, member 6
hsa:7349;UCN,UI,UROC;urocortin
hsa:6343;SCT;secretin
hsa:90226;UCN2,SRP,UCN-II,UCNI,UR,URP;urocortin 2
hsa:171023;ASXL1,BOPS,MDS;additional sex combs like 1 (Drosophila)
hsa:8233;ZRSR2,U2AF1-RS2,U2AF1L2,U2AF1RS2,URP;zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2
hsa:116;ADCYAP1,PACAP;adenylate cyclase activating polypeptide 1 (pituitary)
hsa:144245;ALG10B,ALG10,KCR1;ALG10B, alpha-1,2-glucosyltransferase (EC:2.4.1.256)
hsa:345643;MCIDAS,IDAS,MCI,MCIN;multiciliate differentiation and DNA synthesis associated cell cycle protein
hsa:347148;QRFP,26RFa,P518;pyroglutamylated RFamide peptide
hsa:2131;EXT1,EXT,LGCR,LGS,TRPS2,TTV;exostosin glycosyltransferase 1 (EC:2.4.1.225 2.4.1.224)
hsa:2135;EXTL2,EXTR2;exostosin-like glycosyltransferase 2 (EC:2.4.1.223)
hsa:83661;MS4A8,4SPAN4,CD20L5,MS4A4,MS4A8B;membrane-spanning 4-domains, subfamily A, member 8
hsa:84920;ALG10,ALG10A,DIE2,KCR1;ALG10, alpha-1,2-glucosyltransferase (EC:2.4.1.256)
hsa:1314;COPA,HEP-COP;coatomer protein complex, subunit alpha
hsa:51388;NIP7,HSPC031,KD93;NIP7, nucleolar pre-rRNA processing protein
hsa:5744;PTHLH,BDE2,HHM,PLP,PTHR,PTHRP;parathyroid hormone-like hormone
hsa:63035;BCORL1,BCoR-L1,CXorf10;BCL6 corepressor-like 1
hsa:2137;EXTL3,BOTV,EXTR1,REGR,RPR;exostosin-like glycosyltransferase 3 (EC:2.4.1.223)
hsa:728218;LINC00864;long intergenic non-protein coding RNA 864
hsa:643529;LINC00865;long intergenic non-protein coding RNA 865
hsa:728190;NUTM2A-AS1,FAM22A-AS1;NUTM2A antisense RNA 1
hsa:81839;VANGL1,KITENIN,LPP2,STB2,STBM2;VANGL planar cell polarity protein 1
hsa:27152;INTU,INT,PDZD6,PDZK6;inturned planar cell polarity protein
hsa:4193;MDM2,ACTFS,HDMX,hdm2;MDM2 oncogene, E3 ubiquitin protein ligase
hsa:80199;FUZ,FY,NTD;fuzzy planar cell polarity protein
hsa:23513;SCRIB,CRIB1,SCRB1,SCRIB1,Vartul;scribbled planar cell polarity protein
hsa:54961;SSH3,SSH3L;slingshot protein phosphatase 3 (EC:3.1.3.16 3.1.3.48)
hsa:5631;PRPS1,ARTS,CMTX5,DFN2,DFNX1,PPRibP,PRS-I,PRSI;phosphoribosyl pyrophosphate synthetase 1 (EC:2.7.6.1)
hsa:57216;VANGL2,LPP1,LTAP,STB1,STBM,STBM1;VANGL planar cell polarity protein 2
hsa:92345;NAF1;nuclear assembly factor 1 ribonucleoprotein
hsa:85464;SSH2,SSH-2;slingshot protein phosphatase 2 (EC:3.1.3.16 3.1.3.48)
hsa:100289388;;uncharacterized LOC100289388
hsa:1650;DDOST,AGER1,CDG1R,OKSWcl45,OST,OST48,WBP1;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit (non-catalytic) (EC:2.4.99.18)
hsa:80816;ASXL3,KIAA1713;additional sex combs like 3 (Drosophila)
hsa:58505;OSTC;oligosaccharyltransferase complex subunit (non-catalytic)
hsa:9658;ZNF516,HsT287;zinc finger protein 516
hsa:6185;RPN2,RIBIIR,RPN-II,RPNII,SWP1;ribophorin II (EC:2.4.99.18)
hsa:51251;NT5C3A,NT5C3,P5'N-1,P5N-1,PN-I,POMP,PSN1,UMPH,UMPH1,cN-III,hUMP1,p36;5'-nucleotidase, cytosolic IIIA (EC:3.1.3.5)
hsa:6184;RPN1,OST1,RBPH1;ribophorin I (EC:2.4.99.18)
hsa:3703;STT3A,ITM1,STT3-A,TMC;STT3A, subunit of the oligosaccharyltransferase complex (catalytic) (EC:2.4.99.18)
hsa:201595;STT3B,SIMP,STT3-B;STT3B, subunit of the oligosaccharyltransferase complex (catalytic) (EC:2.4.99.18)
hsa:6170;RPL39,L39,RPL39P42,RPL39_23_1806;ribosomal protein L39
hsa:8701;DNAH11,CILD7,DNAHBL,DNAHC11,DNHBL,DPL11;dynein, axonemal, heavy chain 11
hsa:645745;MT1HL1,MT1P2;metallothionein 1H-like 1
hsa:9761;MLEC,KIAA0152;malectin
hsa:399939;TRIM49D1,TRIM49D,TRIM49D1P,TRIM49DP;tripartite motif containing 49D1
hsa:1603;DAD1,OST2;defender against cell death 1 (EC:2.4.99.18)
hsa:442459;XRCC6P5;X-ray repair complementing defective repair in Chinese hamster cells 6 pseudogene 5
hsa:338069;ST7-OT4,NCRNA00042,ST7OT4;ST7 overlapping transcript 4
hsa:100874362;HOXB-AS1;HOXB cluster antisense RNA 1
hsa:79782;LRRC31;leucine rich repeat containing 31
hsa:10018;BCL2L11,BAM,BIM,BOD;BCL2-like 11 (apoptosis facilitator)
hsa:5074;PAWR,PAR4,Par-4;PRKC, apoptosis, WT1, regulator
hsa:339500;ZNF678;zinc finger protein 678
hsa:10291;SF3A1,PRP21,PRPF21,SAP114,SF3A120;splicing factor 3a, subunit 1, 120kDa
hsa:7307;U2AF1,FP793,RN,RNU2AF1,U2AF35,U2AFBP;U2 small nuclear RNA auxiliary factor 1
hsa:7490;WT1,AWT1,EWS-WT1,GUD,NPHS4,WAGR,WIT-2,WT33;Wilms tumor 1
hsa:8529;CYP4F2,CPF2;cytochrome P450, family 4, subfamily F, polypeptide 2 (EC:1.14.13.30)
hsa:90333;ZNF468;zinc finger protein 468
hsa:127550;A3GALT2,A3GALT2P,IGBS3S;alpha 1,3-galactosyltransferase 2
hsa:6427;SRSF2,PR264,SC-35,SC35,SFRS2,SFRS2A,SRp30b;serine/arginine-rich splicing factor 2
hsa:54880;BCOR,ANOP2,MAA2,MCOPS2;BCL6 corepressor
hsa:7536;SF1,BBP,D11S636,MBBP,ZCCHC25,ZFM1,ZNF162;splicing factor 1
hsa:6235;RPS29,S29;ribosomal protein S29
hsa:23451;SF3B1,Hsh155,MDS,PRP10,PRPF10,SAP155,SF3b155;splicing factor 3b, subunit 1, 155kDa
hsa:7473;WNT3,INT4;wingless-type MMTV integration site family, member 3
hsa:7528;YY1,DELTA,INO80S,NF-E1,UCRBP,YIN-YANG-1;YY1 transcription factor
hsa:91662;NLRP12,CLR19.3,FCAS2,NALP12,PAN6,PYPAF7,RNO,RNO2;NLR family, pyrin domain containing 12
hsa:221785;ZSCAN25,ZNF498;zinc finger and SCAN domain containing 25
hsa:285498;RNF212,ZHP3;ring finger protein 212
hsa:23601;CLEC5A,CLECSF5,MDL-1,MDL1;C-type lectin domain family 5, member A
hsa:192670;AGO4,EIF2C4;argonaute RISC catalytic component 4
hsa:195814;SDR16C5,RDH#2,RDH-E2,RDHE2;short chain dehydrogenase/reductase family 16C, member 5 (EC:1.1.1.105)
hsa:64288;ZSCAN31,ZNF20-Lp,ZNF310P,ZNF323,dJ874C20.2;zinc finger and SCAN domain containing 31
hsa:3312;HSPA8,HSC54,HSC70,HSC71,HSP71,HSP73,HSPA10,LAP1,NIP71;heat shock 70kDa protein 8
hsa:84304;NUDT22;nudix (nucleoside diphosphate linked moiety X)-type motif 22
hsa:746;TMEM258,C11orf10;transmembrane protein 258
hsa:9732;DOCK4;dedicator of cytokinesis 4
hsa:92342;METTL18,AsTP2,C1orf156,HPM1;methyltransferase like 18
hsa:55750;AGK,CATC5,MTDPS10,MULK;acylglycerol kinase (EC:2.7.1.107 2.7.1.94)
hsa:55937;APOM,G3a,HSPC336,NG20,apo-M;apolipoprotein M
hsa:79823;CAMKMT,C2orf34,CLNMT,CaM_KMT,Cam,KMT;calmodulin-lysine N-methyltransferase (EC:2.1.1.60)
hsa:23192;ATG4B,APG4B,AUTL1;autophagy related 4B, cysteine peptidase
hsa:5362;PLXNA2,OCT,PLXN2;plexin A2
hsa:389690;MROH5;maestro heat-like repeat family member 5
hsa:503542;SPRN,SHADOO,SHO,bA108K14.1;shadow of prion protein homolog (zebrafish)
hsa:3303;HSPA1A,HSP70-1,HSP70-1A,HSP70I,HSP72,HSPA1;heat shock 70kDa protein 1A
hsa:154661;RUNDC3B,RPIB9,RPIP9;RUN domain containing 3B
hsa:83874;TBC1D10A,EPI64,TBC1D10,dJ130H16.1,dJ130H16.2;TBC1 domain family, member 10A
hsa:57690;TNRC6C;trinucleotide repeat containing 6C
hsa:57615;ZNF492,ZNF115;zinc finger protein 492
hsa:3304;HSPA1B,HSP70-1B,HSP70-2;heat shock 70kDa protein 1B
hsa:148198;ZNF98,F7175,ZNF739;zinc finger protein 98
hsa:845;CASQ2,PDIB2;calsequestrin 2 (cardiac muscle)
hsa:1837;DTNA,D18S892E,DRP3,DTN,DTN-A,LVNC1;dystrobrevin, alpha
hsa:89758;C6orf7;chromosome 6 open reading frame 7
hsa:9244;CRLF1,CISS,CISS1,CLF,CLF-1,NR6,zcytor5;cytokine receptor-like factor 1
hsa:5871;MAP4K2,BL44,GCK,RAB8IP;mitogen-activated protein kinase kinase kinase kinase 2 (EC:2.7.11.1)
hsa:79091;METTL22,C16orf68;methyltransferase like 22
hsa:5331;PLCB3;phospholipase C, beta 3 (phosphatidylinositol-specific) (EC:3.1.4.11)
hsa:253982;ASPHD1;aspartate beta-hydroxylase domain containing 1
hsa:79609;METTL21D,C14orf138,VCP-KMT;methyltransferase like 21D
hsa:340351;AGBL3;ATP/GTP binding protein-like 3
hsa:5578;PRKCA,AAG6,PKC-alpha,PKCA,PRKACA;protein kinase C, alpha (EC:2.7.11.13)
hsa:151194;METTL21A,FAM119A,HCA557b;methyltransferase like 21A
hsa:85002;FAM86B1;family with sequence similarity 86, member B1
hsa:164781;DAW1,ODA16,WDR69;dynein assembly factor with WDR repeat domains 1
hsa:203100;HTRA4;HtrA serine peptidase 4
hsa:27010;TPK1,HTPK1,PP20,THMD5;thiamin pyrophosphokinase 1 (EC:2.7.6.2)
hsa:284013;VMO1,ERGA6350,PRO21055;vitelline membrane outer layer 1 homolog (chicken)
hsa:22944;KIN,BTCD,KIN17;KIN, antigenic determinant of recA protein homolog (mouse)
hsa:6257;RXRB,DAUDI6,H-2RIIBP,NR2B2,RCoR-1;retinoid X receptor, beta
hsa:11104;KATNA1;katanin p60 (ATPase containing) subunit A 1 (EC:3.6.4.3)
hsa:375612;LHFPL3,LHFPL4;lipoma HMGIC fusion partner-like 3
hsa:388650;FAM69A;family with sequence similarity 69, member A
hsa:284565;NBPF15,AB14;neuroblastoma breakpoint family, member 15
hsa:79058;ASPSCR1,ASPCR1,ASPL,ASPS,RCC17,TUG,UBXD9,UBXN9;alveolar soft part sarcoma chromosome region, candidate 1
hsa:7415;VCP,ALS14,IBMPFD,TERA,p97;valosin containing protein (EC:3.6.4.6)
hsa:124512;METTL23,C17orf95;methyltransferase like 23
hsa:100631383;FAM47E-STBD1;FAM47E-STBD1 readthrough
hsa:677;ZFP36L1,BRF1,Berg36,ERF-1,ERF1,RNF162B,TIS11B,cMG1;ZFP36 ring finger protein-like 1
hsa:5528;PPP2R5D,B56D;protein phosphatase 2, regulatory subunit B', delta
hsa:282616;IFNL2,IL-28A,IL28A;interferon, lambda 2
hsa:79783;C7orf10,DERP13,ORF19;chromosome 7 open reading frame 10
hsa:2675;GFRA2,GDNFRB,NRTNR-ALPHA,NTNRA,RETL2,TRNR2;GDNF family receptor alpha 2
hsa:25895;METTL21B,FAM119B;methyltransferase like 21B
hsa:8646;CHRD;chordin
hsa:5529;PPP2R5E;protein phosphatase 2, regulatory subunit B', epsilon isoform
hsa:57689;LRRC4C,NGL-1,NGL1;leucine rich repeat containing 4C
